Fecha,PIB,inflacion_subyacente,inflacion_no_subyacente,tasa_desocupacion,tasa_participacion,importaciones_manufactura,exportaciones_manufactura,formacion_bruta_capital_fijo,turismo_interior,prod_laboral_constructoras
2005/01,0.2216317702,0.35000000000000003,-0.023333333333333355,-0.026653453650000006,0.07800224605,14563929.333333334,12794650.0,0.8296619253333334,1.1369916517,-1.8899251186
2005/02,0.0217472532,0.20666666666666667,-0.6966666666666667,0.044953985233333334,-0.04886630936666667,16459699.666666666,14761502.666666666,-0.07893947533333334,-0.9232070659,-0.7681980256
2005/03,1.0141020232,0.27666666666666667,0.4066666666666667,-0.12732007456666666,0.1399349047,16659041.666666666,14771468.666666666,0.5231698429999999,0.38171081,0.4434554152
2005/04,1.8532058585,0.24333333333333332,1.5066666666666666,-0.11464121226666667,0.09344442566666666,18306322.0,16070908.0,1.5880697446666667,-0.8447054551,1.3351107268
2006/01,1.9804021523,0.31666666666666665,0.21000000000000005,0.061613034966666654,-0.011144231799999996,17198393.666666668,15448989.333333334,0.7998086203333333,0.4492491738,1.4481433862
2006/02,0.841554507,0.26,-1.1900000000000002,0.0890996769,-0.2460752289,18833420.333333332,17055104.0,0.3503682893333333,2.6135338151,0.331752619
2006/03,0.2537551278,0.3266666666666667,1.5433333333333332,0.0313574863,0.20088330129999998,19367593.666666668,17219924.0,1.1756498210000002,0.8100621033,0.1463500066
2006/04,0.3613977779,0.2966666666666667,1.24,0.06345853550000001,-0.062358479266666676,20421716.0,17859928.333333332,-0.067691926,1.2322275988,0.7841803442
2007/01,0.7167284911,0.37666666666666665,0.19999999999999998,0.00433569636666667,0.08714500316666667,18481810.666666668,16367105.666666666,0.1875023136666667,1.1807867316,-0.0407277677
2007/02,0.6346615679,0.22666666666666666,-1.3766666666666667,-0.10553723583333334,-0.06770150966666667,20322520.666666668,18318519.666666668,-0.023331924666666632,-0.0569148098,-0.8367078274
2007/03,0.360993577,0.35000000000000003,1.1733333333333333,-0.008193980266666666,-0.16172765666666666,21161058.333333332,19092367.333333332,3.536744491666667,0.5421105814,-0.790996001
2007/04,0.2554179057,0.31333333333333335,1.1466666666666667,0.04719804493333334,0.5725673165333333,22003795.666666668,19458481.333333332,-0.7743018703333333,-0.3291017561,-0.8657565971
2008/01,-0.0270171247,0.45,0.6433333333333334,0.013176757400000003,-0.21783644516666667,20232742.333333332,18082981.0,0.7160008870000002,-1.033696441,1.6814962447
2008/02,0.7439518654,0.4466666666666666,-0.7133333333333333,-0.014465119233333332,-0.07464865736666666,22498558.0,20434105.666666668,1.3322376973333332,-0.1966180022,-1.8238944613
2008/03,0.0792351797,0.4633333333333333,1.0766666666666667,0.06773238256666668,-0.12396561093333332,23332134.0,20530465.666666668,-1.7864469710000002,-1.1415783095,-0.2481072177
2008/04,-1.5780251739,0.43999999999999995,2.1533333333333333,0.21707453359999998,-0.17944669430000001,20348324.666666668,17912972.666666668,-1.9867262479999999,0.5895596628,0.0613784036
2009/01,-6.1671163174,0.4766666666666666,-0.07333333333333332,0.1782851531,-0.1129003293,15305869.333333334,13856170.666666666,-1.952736142,-0.0073241593,3.7860858729
2009/02,-1.6845861219,0.29,-0.6033333333333333,0.1378751748,0.1144865804,15574359.333333334,14743226.666666666,0.3176267533333333,-7.0528976597,-0.8187125026
2009/03,3.6318690048,0.2866666666666667,0.51,0.14651982936666666,0.46399086506666665,17590230.333333332,16176015.0,0.23342142166666657,5.9805571051,0.1509780247
2009/04,2.1823846167,0.31,0.7466666666666667,-0.21027632436666666,-0.10018281696666666,19696312.0,18457413.333333332,0.48364175633333334,0.6764434561,0.1432537742
2010/01,0.4205593095,0.5033333333333333,1.7133333333333336,0.000749803900000017,-0.04524372809999999,18924854.333333332,18009609.333333332,1.1642956546666665,0.596490816,-0.523664224
2010/02,1.0860691718,0.16,-1.8800000000000001,-0.025165515266666664,-0.09417935426666668,21439355.666666668,20568394.666666668,-0.04089635966666668,-1.4643004923,0.591160542
2010/03,0.9482044806,0.2233333333333333,0.73,0.006974074233333331,-0.12067968366666669,22544555.666666668,21173355.0,0.45813915800000005,0.2695237118,1.0477341137
2010/04,0.8249339571,0.2866666666666667,1.78,0.08569903136666668,-0.32260568466666667,23831820.666666668,22163785.333333332,0.887478014,-2.14909975,-0.191433516
2011/01,0.6995280022,0.3866666666666667,0.22999999999999998,-0.13693693443333332,0.24505050206666665,22299825.666666668,21604245.333333332,-0.3533496326666667,1.0110727231,0.0056601325
2011/02,0.3046060432,0.15,-1.5933333333333335,0.17279017726666668,0.08458583339999999,24285475.0,23571358.666666668,2.737312408333333,1.3261009041,1.4179626774
2011/03,1.8745068427,0.20333333333333334,0.6133333333333333,-0.11282249526666667,0.20590817959999996,25475343.666666668,23786529.0,-0.43043202900000005,1.6730913113,-0.5639671348
2011/04,0.7230932801,0.36333333333333334,2.5500000000000003,-0.07125297163333334,0.15573038296666666,25721552.333333332,23910242.0,1.4840580743333334,1.773591315,-0.2248306206
2012/01,0.9538809676,0.37333333333333335,0.16333333333333333,0.029930333533333336,-0.11156513593333334,24649190.333333332,23588160.666666668,-0.8613805446666666,-0.7117347723,-2.1913048676
2012/02,0.6152925311,0.21333333333333335,-0.9333333333333332,-0.0870665811,0.2335926338333333,26224472.666666668,25789784.333333332,0.09517122399999993,1.4073067963,1.9053834066
2012/03,0.2577485076,0.23666666666666666,1.0933333333333335,-0.061183822566666664,-0.1411971697,26373247.666666668,24970283.0,1.0585530783333332,-0.1206050185,0.5540368362
2012/04,0.7773434763,0.13333333333333333,1.5766666666666664,0.10120126243333334,-0.30402319903333336,27675841.666666668,26316318.333333332,-1.7807438783333334,-0.4034898923,0.8875132172
2013/01,0.0884848827,0.41,0.96,0.025022030399999992,-0.049769266466666684,25185155.0,23728882.666666668,0.7152499950000001,-0.0204091748,-0.9932317337
2013/02,-0.4091445416,0.1366666666666667,-0.9133333333333332,0.007033038266666666,0.31700097673333333,27861733.333333332,26797078.333333332,-1.5516539413333332,1.1886239619,-2.0783509553
2013/03,0.6280987381,0.14666666666666667,0.41,-0.02900337136666667,-0.0780823567,27808818.666666668,26908202.666666668,-0.0671060439999999,1.4532691987,0.966477989
2013/04,0.4915812506,0.22,2.1,-0.06362902303333334,0.34346317043333335,28016521.333333332,27404871.666666668,0.8425525440000001,1.315692619,-0.174480837
2014/01,0.6598702904,0.4466666666666667,0.5499999999999999,0.16412997613333333,-0.2682169836333333,26168446.333333332,24859603.333333332,0.627733325,-0.4858261864,1.9370946132
2014/02,1.2726841791,0.19666666666666666,-1.09,-0.15302041506666667,-0.3688878626666667,28929663.0,28504219.333333332,0.056194494000000005,0.2986659296,0.7735740583
2014/03,0.1684344928,0.22999999999999998,0.77,-0.014161054300000003,0.25117427756666666,29694812.0,28971122.333333332,-0.4162009143333334,1.0203981237,-0.4248598409
2014/04,0.8494840887,0.18666666666666668,1.9666666666666668,-0.20528932913333334,-0.04752549949999999,30151881.333333332,30047911.333333332,1.2189055156666668,0.6014145005,1.6249540131
2015/01,0.4879196339,0.19000000000000003,0.10333333333333332,0.03564494199999999,-0.13493099163333333,27122174.333333332,26388198.333333332,-0.24771098400000002,2.4402584599,0.9971023069
2015/02,0.8766014511,0.16333333333333333,-1.2899999999999998,0.04604260363333334,0.06685559576666668,29634873.666666668,28912102.333333332,1.2533544816666666,1.3554319945,1.0158289313
2015/03,1.1771702014,0.24666666666666667,0.2333333333333333,-0.0725519997,-0.024207767766666666,29967735.333333332,28885411.0,0.8402940286666668,3.3047070631,1.6463408725
2015/04,-0.2936390819,0.19999999999999998,1.4066666666666665,0.03725908149999999,0.04752519966666665,29825184.0,29089672.0,-1.4948899043333332,2.2106379142,-1.774104284
2016/01,-0.110517413,0.3033333333333333,0.3833333333333333,-0.05468143686666666,-0.19524874933333333,26727874.333333332,25505434.333333332,0.35465731933333333,-1.2778387597,-0.7359675397
2016/02,0.4460587816,0.22666666666666666,-1.6066666666666665,-0.0738591258,-0.07897160026666665,28689606.333333332,28111462.666666668,-0.12578707000000003,-0.0264026375,0.8455024856
2016/03,0.8726095877,0.27999999999999997,0.7233333333333333,-0.025936522233333332,0.27680947019999996,29376270.666666668,28511195.666666668,0.4055184826666666,0.9762100184,0.0702946831
2016/04,1.1176457183,0.3166666666666667,1.5666666666666667,-0.06903435653333333,-0.10446872306666666,29512347.666666668,29843795.666666668,0.7883262270000001,2.0775430218,2.1254281237
2017/01,0.5831120388,0.6366666666666666,1.9666666666666666,-0.036668424266666666,0.03755475366666666,28150870.333333332,27872166.666666668,-0.7833163546666665,1.3555450519,-2.0782712867
2017/02,0.1103294976,0.3433333333333333,-0.6833333333333332,-0.08312842993333333,-0.15954573093333332,30225291.666666668,30666275.666666668,0.040746261000000006,-1.8724282103,-0.2503720756
2017/03,-0.5951577535,0.26666666666666666,0.7833333333333333,0.020930310366666666,0.039883592266666636,31188325.666666668,30540917.333333332,-0.1660784023333333,-3.7179659681,-0.7734120251
2017/04,1.3972322502,0.33666666666666667,1.97,0.016831838466666665,-0.010206279700000001,32015126.0,32347437.0,0.9034226906666666,0.6698229008,0.0256322381
2018/01,1.2569793051,0.3666666666666667,0.54,-0.041842689233333334,0.0094905416,30529095.666666668,30468154.333333332,-0.19762278133333325,5.5190196274,-6.4556492099
2018/02,-0.3084416521,0.21333333333333335,-0.7533333333333333,0.030185168633333332,0.08575817693333332,33098020.666666668,33275799.333333332,-0.015345873999999982,3.1188777242,-0.0976932363
2018/03,0.3976010359,0.2866666666666667,1.2033333333333334,-0.008537139200000002,0.05967862903333334,33887043.0,33782470.0,-0.04057808699999995,-0.8084584568,0.2423142355
2018/04,-0.1820840694,0.3433333333333333,1.7333333333333334,0.10888897780000001,-0.013825782833333336,34262927.333333336,34921511.333333336,-2.264013739333333,-1.2440199635,0.1262532864
2019/01,0.0195895829,0.3233333333333333,-0.3733333333333333,-0.014277751666666672,0.17648900333333337,31518013.333333332,31538832.333333332,0.6748959083333333,0.3540719502,0.3458923036
2019/02,-0.2772106339,0.3066666666666667,-1.1633333333333333,-0.0257671327,0.033707965400000005,32611057.666666668,35355032.0,-0.3430854693333334,0.5802769708,2.4128209671
2019/03,-0.0072244063,0.25333333333333335,0.06333333333333334,-0.006268350700000001,0.009117073133333329,33953684.0,35152647.333333336,-0.6312804916666667,2.2922963612,-3.4507220418
2019/04,-0.7233110577,0.29333333333333333,1.6933333333333334,-0.1089991823,0.020241263333333332,32797254.333333332,34883040.333333336,-0.3742316536666667,-0.5249531328,-4.7761895656
2020/01,-1.1971930762,0.32666666666666666,0.1566666666666666,0.04321080463333334,-0.1643331545,30133774.0,32046581.666666668,-2.1873099816666666,-0.5036673395,5.135244293
2020/02,-18.9072687933,0.3433333333333333,-1.13,0.7084260614333333,-2.332919808833333,22307968.666666668,21675461.666666668,-3.113799967333333,-45.6090082818,-2.0382499317
2020/03,15.5154028623,0.3466666666666667,0.69,-0.21829207386666669,0.9892106959666666,27988780.0,33743613.333333336,2.9440316030000004,22.9337575632,-2.0450180582
2020/04,4.3256562545,0.23666666666666666,0.7333333333333334,-0.2100294861333333,0.28883501489999996,31732338.333333332,37142142.666666664,1.3379851853333335,15.1624701143,-0.8007984524
2021/01,0.7162028251,0.43,1.8166666666666667,0.10160668700000001,0.21384531436666668,32034799.333333332,32726059.666666668,1.843436287,-1.9267093065,-0.6844990852
2021/02,0.9421255852,0.49,-0.040000000000000015,-0.16124951353333336,0.31197324610000005,34740608.333333336,36591926.333333336,-1.220129282,11.6869434957,-0.8782623976
2021/03,-0.8782630988,0.4566666666666667,0.5033333333333334,-0.02166651696666667,0.07919829763333334,37725376.666666664,36296261.0,1.3867151456666666,6.4088855034,0.0697494021
2021/04,1.1708101214,0.5533333333333333,1.4733333333333334,-0.0378638212,0.4188613264666667,39067455.333333336,39746376.0,0.32898640966666665,4.9643274277,-0.830482458
2022/01,1.3880583402,0.7000000000000001,1.1166666666666667,-0.10752875943333334,-0.29956110756666665,38831298.333333336,38310781.333333336,2.1086597673333336,0.1786780075,-0.2661320875
2022/02,1.1822138692,0.7133333333333334,-0.030000000000000027,-0.05572655533333334,0.26176177736666667,42794545.0,43003286.0,-0.39320980133333333,3.2787344095,-1.8124875552
2022/03,0.8376210711,0.6966666666666667,0.65,-0.0667149684,0.03571607009999999,44369667.333333336,44205206.666666664,0.162628315,1.0842570039,-6.7163462999
2022/04,1.1689831415,0.5766666666666667,0.30666666666666664,-0.050816988966666664,0.07281266003333335,42555185.666666664,43954589.666666664,2.181471949666667,1.0669718809,4.5709220327
2023/01,0.5128118133,0.6133333333333333,0.15666666666666665,-0.045028790799999996,0.17801799533333337,41202284.666666664,41569906.333333336,0.833904662,0.7295746947,5.978661099
2023/02,0.7480202986,0.33666666666666667,-1.2166666666666666,-0.06960875493333334,-0.16965138033333335,44660490.333333336,44725304.666666664,2.004429161333333,-1.1710787487,18.0184558688
2023/03,0.7900497824,0.34,0.9700000000000001,0.018234423566666668,0.13456223106666668,44688652.333333336,44726749.666666664,0.8658050226666667,-0.5030522882,11.8378762498
2023/04,0.0858941754,0.36333333333333334,1.2266666666666668,0.040992010566666674,-0.08152524910000002,43633336.666666664,45254995.666666664,0.056170584333333405,0.0608545759,-2.3315854747
2024/01,0.208009145,0.44333333333333336,0.37000000000000005,-0.029703965833333332,0.018403627166666676,43233805.333333336,42358940.666666664,-0.2341590796666667,2.6825518054,-10.0969721802
2024/02,-0.1108051929,0.19999999999999998,-0.0766666666666667,0.008954795633333337,-0.1574080353,47850864.666666664,46441975.333333336,-0.01596794366666665,-2.3211686611,-1.9486744412
2024/03,1.1774973146,0.2733333333333334,0.6233333333333334,-0.011847511699999999,0.05877561773333332,48699891.333333336,47479310.0,0.015414596333333344,1.1921868053,-2.2087464194
2024/04,-0.9759255613,0.28,1.05,-0.023793817233333334,-0.11276216083333333,47799255.0,48530350.0,-1.6554425893333333,0.791839373,-1.5716228088
2025/01,0.3380608788,0.43999999999999995,-0.20333333333333334,0.002257516233333333,-0.05762210653333333,44382978.0,44666138.0,-0.1714489663333333,-0.3014498978,-3.8744160875
2025/02,0.5074304702,0.3933333333333333,-0.02666666666666666,0.0029538854333333356,0.10228661716666666,47935074.0,49675968.333333336,-0.499804213,0.0025520161,0.7541364378
2025/03,0.0669268699,0.2866666666666667,-0.14666666666666664,0.031677384966666666,-0.09158354849999999,51790420.0,52149566.333333336,-0.5361889426666667,0.3043660302,-1.8332040878
